"","X","survey_date","survey_start","audit","enumerator_id","enu_gen","upazilla","consent_message","consent","resp_age","resp_gender","resp_hoh","age_hh_head","gen_hh_head","relationship_with_head_of_hh","relationship_with_head_of_hh_other","resp_high_level_edu","resp_high_level_edu_other","hh_size","hh_disability","repeat_introduction","harmthreats_note","report_child_work","report_child_work.cic","report_child_work.majhi","report_child_work.police","report_child_work.ngo","report_child_work.religious_leader","report_child_work.community.based_groups","report_child_work.family","report_child_work.intervene_directly","report_child_work.do_nothing","report_child_work.dont_know","report_child_work.other","report_child_work_other","report_child_vio_home","report_child_vio_home.cic","report_child_vio_home.majhi","report_child_vio_home.police","report_child_vio_home.ngo","report_child_vio_home.religious_leader","report_child_vio_home.community.based_groups","report_child_vio_home.family","report_child_vio_home.intervene_directly","report_child_vio_home.do_nothing","report_child_vio_home.dont_know","report_child_vio_home.other","report_child_vio_home_other","report_child_vio_teach","report_child_vio_teach.cic","report_child_vio_teach.majhi","report_child_vio_teach.police","report_child_vio_teach.ngo","report_child_vio_teach.religious_leader","report_child_vio_teach.community.based_groups","report_child_vio_teach.family","report_child_vio_teach.intervene_directly","report_child_vio_teach.do_nothing","report_child_vio_teach.dont_know","report_child_vio_teach.other","report_child_vio_teach_other","report_child_vio_sex","report_child_vio_sex.cic","report_child_vio_sex.majhi","report_child_vio_sex.police","report_child_vio_sex.ngo","report_child_vio_sex.religious_leader","report_child_vio_sex.community.based_groups","report_child_vio_sex.family","report_child_vio_sex.intervene_directly","report_child_vio_sex.do_nothing","report_child_vio_sex.dont_know","report_child_vio_sex.other","report_child_vio_sex_other","witness_threats_30","threats_1","threats_2","threats_3","threats_4","threats_5","threats_6","threats_7","threats_8","threats_9","threats_10","threats_11","threats_12","threats_13","threats_14","threats_14_other","threats_30","threats_30.physical_violence","threats_30.kidnapping","threats_30.going_missing","threats_30.marriage","threats_30.exploitative_work","threats_30.feeling_unsafe","threats_30.physical_illness","threats_30.verbal_harassment","threats_30.sexual_harassment","threats_30.natural_hazards","threats_30.wildlife_attacks","threats_30.road_accidents","threats_30.terrorism","threats_30.none","threats_30.dont_know","threats_30.other","threats_30_other","threat_boys","threat_boys.physical_violence","threat_boys.kidnapping","threat_boys.going_missing","threat_boys.marriage","threat_boys.exploitative_work","threat_boys.feeling_unsafe","threat_boys.physical_illness","threat_boys.verbal_harassment","threat_boys.sexual_harassment","threat_boys.natural_hazards","threat_boys.wildlife_attacks","threat_boys.road_accidents","threat_boys.terrorism","threat_boys.none","threat_boys.dont_know","threat_boys.other","threat_boys_other","threat_girls","threat_girls.physical_violence","threat_girls.kidnapping","threat_girls.going_missing","threat_girls.marriage","threat_girls.exploitative_work","threat_girls.feeling_unsafe","threat_girls.physical_illness","threat_girls.verbal_harassment","threat_girls.sexual_harassment","threat_girls.natural_hazards","threat_girls.wildlife_attacks","threat_girls.road_accidents","threat_girls.terrorism","threat_girls.none","threat_girls.dont_know","threat_girls.other","threat_girls_other","threat_cwd","threat_girls.physical_violence.1","threat_cwd.kidnapping","threat_cwd.going_missing","threat_cwd.marriage","threat_cwd.exploitative_work","threat_cwd.feeling_unsafe","threat_cwd.physical_illness","threat_cwd.verbal_harassment","threat_cwd.sexual_harassment","threat_cwd.natural_hazards","threat_cwd.wildlife_attacks","threat_cwd.road_accidents","threat_cwd.terrorism","threat_cwd.none","threat_cwd.dont_know","threat_cwd.other","threat_cwd_other","harmwork_note","work_chores","work_shelter","work_phys_chores","work_sibs","work_outside","work_dang","work_constr","work_stop_school","work_decide","work_decide.mother","work_decide.father","work_decide.child","work_decide.husband","work_decide.siblings","work_decide.grandparents","work_decide.extended_family","work_decide.imam","work_decide.majhi","work_decide.ngo_workers","work_decide.cic","work_decide.friends","work_decide.health_care_providers","work_decide.neighbours","work_decide.homebased_health_worker","work_decide.teacher","work_decide.other","work_decide.no_one","work_decide.dont_know","work_decide_other","harmmarr_note","marr_par","marr_dowry","marr_burden","marr_safe","harmmarr_note2","marr_drop_school_girl","marr_drop_school_boy","marr_old_man","marr_mom","marr_decide","marr_decide.brides_parents","marr_decide.grooms_parents","marr_decide.bride","marr_decide.groom","marr_decide.grandparents","marr_decide.older_siblings","marr_decide.extended_family","marr_decide.imam","marr_decide.majhi","marr_decide.no_one","marr_decide.dont_know","marr_decide.other","marr_decide_other","at_what_age_girl","at_what_age_boy","harmvio_note","vio_fath","vio_moth","vio_discipline","vio_husb","vio_wife","vio_teach","vio_solve_prob","harmnegl_note","negl_misbehave","negl_stress","negl_needs","end_interview","X_id","X_uuid","X_submission_time","X_validation_status","X_index","reported_date","District","Upazila","Settlement","i.hh_size_small","i.hh_size_large","i.threats_1_some_always","i.threats_2_some_always","i.threats_3_some_always","i.threats_4_some_always","i.threats_5_some_always","i.threats_6_some_always","i.threats_7_some_always","i.threats_8_some_always","i.threats_9_some_always","i.threats_10_some_always","i.threats_11_some_always","i.threats_12_some_always","i.threats_13_some_always","i.threats_14_some_always","i.threats_harmful_practice","i.threats_accidental","chores_acceptable_rowsum","chores_unacceptable_rowsum","i.chores_acceptable","i.chores_unacceptable","work_unacceptable_rowsum","i.work_unacceptable","i.hazardous_work_unacceptable","i.hazardous_work_acceptable","early_marriage_acceptable_rowsum","early_marriage_unacceptable_rowsum","i.early_marriage_acceptable","i.early_marriage_uncceptable","harmful_violence_acceptable_rowsum","harmful_violence_unacceptable_rowsum","i.harmful_violence_acceptable","i.harmful_violence_unacceptable","i.harmful_violence_acceptable_parents","i.harmful_violence_acceptable_males","threat_safety_sum","i.threats_safety","i.hh_no_formal_edu","i.hh_some_primary","i.hh_primary_higher","i.hh_baby","i.hh_child","i.hh_adol","i.hh_older_adol","i.hh_elderly","New_Camp_N"
"1",12,"13/02/2020","2020-02-13T10:33:32.139+06:00",NA,18,"female","ukhia",NA,"yes",40,"female","no",50,"male","husband",NA,"none",NA,9,"yes",NA,NA,"family majhi cic",1,1,0,0,0,0,1,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"majhi religious_leader family",0,1,0,0,1,0,1,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kidnapping physical_illness road_accidents",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,"marriage going_missing road_accidents",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,"feeling_unsafe natural_hazards terrorism",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,"natural_hazards verbal_harassment physical_illness",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father siblings",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,22,NA,"agree","agree","agree","disagree","disagree","disagree","agree",NA,"disagree","disagree","disagree",NA,84263833,"0b739c3e-ac8a-459e-8df4-8830a1bfecc2","2020-02-13T09:35:40",NA,102,"43874","Cox's Bazar","Ukhia","Collective site","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",4,3,"no","no","yes","no",NA,NA,"yes","no","no","no","yes","yes","yes","no","Camp 5"
"2",21,"13/02/2020","2020-02-13T11:11:33.439+06:00",NA,18,"female","ukhia",NA,"yes",20,"female","no",25,"male","husband",NA,"middle_school_standard_6",NA,3,"no",NA,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"majhi cic family",1,1,0,0,0,0,1,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"majhi family religious_leader",0,1,0,0,1,0,1,0,0,0,0,NA,NA,"sometimes_concerned","sometimes_concerned","sometimes_concerned","always_concerned","always_concerned","always_concerned","sometimes_concerned","not_concerned","not_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","always_concerned","not_concerned",NA,"marriage exploitative_work physical_illness",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,"going_missing feeling_unsafe marriage",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,"going_missing marriage feeling_unsafe",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,"natural_hazards physical_illness physical_violence",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father child",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,21,NA,"disagree","agree","agree","disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree",NA,84263839,"f66e77d1-882f-42f5-bfa7-5654eb3f8ecf","2020-02-13T09:35:42",NA,104,"13/02/2020","Cox's Bazar","Ukhia","Collective site","yes","no","yes","yes","yes","yes","yes","yes","yes","no","no","yes","yes","yes","yes","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",2,5,"no","no","no","no",4,"no","no","no","yes","yes","no","no","no","no","Camp 5"
"3",23,"13/02/2020","2020-02-13T12:00:23.192+06:00",NA,18,"female","ukhia",NA,"yes",18,"female","no",20,"male","husband",NA,"none",NA,3,"no",NA,NA,"ngo majhi family",0,1,0,1,0,0,1,0,0,0,0,NA,"religious_leader family majhi",0,1,0,0,1,0,1,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"majhi religious_leader family",0,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"going_missing kidnapping marriage",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"marriage sexual_harassment physical_violence",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,"physical_violence feeling_unsafe marriage",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,"feeling_unsafe exploitative_work physical_violence",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father child",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"agree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,21,NA,"disagree","disagree","disagree","disagree","disagree","disagree","agree",NA,"disagree","disagree","disagree",NA,84263852,"b7be5829-07c2-4089-b770-a16129607d52","2020-02-13T09:35:48",NA,105,"13/02/2020","Cox's Bazar","Ukhia","Collective site","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"no","yes",4,"yes","yes","no",1,7,"no","no",1,6,"no","no","no","no",NA,NA,"yes","no","no","yes","no","no","no","no","Camp 5"
"4",24,"13/02/2020","2020-02-13T12:46:31.621+06:00",NA,18,"female","ukhia",NA,"yes",25,"female","yes",NA,NA,NA,NA,NA,NA,4,"no",NA,NA,"majhi ngo religious_leader",0,1,0,1,1,0,0,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"majhi cic police",1,1,1,0,0,0,0,0,0,0,0,NA,"cic majhi ngo",1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marriage exploitative_work physical_violence",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,"marriage sexual_harassment road_accidents",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,"kidnapping marriage terrorism",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,"physical_illness natural_hazards verbal_harassment",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","agree","disagree","disagree","disagree","disagree","mother father siblings",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"agree","agree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,20,NA,"agree","agree","agree","disagree","disagree","disagree","agree",NA,"disagree","disagree","disagree",NA,84263866,"80ab92f5-2bfc-4122-9fbd-c6227cbee243","2020-02-13T09:35:53",NA,106,"13/02/2020","Cox's Bazar","Ukhia","Collective site","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"no","no",4,"yes","yes","no",2,6,"no","no",4,3,"no","no","yes","no",NA,NA,NA,NA,NA,"no","no","yes","yes","no","Camp 5"
"5",25,"16/02/2020","2020-02-16T10:07:38.795+06:00",NA,18,"female","ukhia",NA,"yes",30,"female","no",35,"male","husband",NA,"none",NA,8,"no",NA,NA,"family majhi ngo",0,1,0,1,0,0,1,0,0,0,0,NA,"cic majhi community-based_groups",1,1,0,0,0,1,0,0,0,0,0,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"cic ngo family",1,0,0,1,0,0,1,0,0,0,0,NA,NA,"sometimes_concerned","always_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","always_concerned","always_concerned","not_concerned",NA,"kidnapping marriage road_accidents",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,"kidnapping marriage terrorism",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,"kidnapping going_missing marriage",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"physical_illness feeling_unsafe verbal_harassment",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father siblings",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,20,NA,"agree","agree","agree","disagree","disagree","disagree","agree",NA,"disagree","disagree","disagree",NA,84543035,"25af3266-6e33-4542-a633-8958219f4fb9","2020-02-16T09:51:48",NA,134,"16/02/2020","Cox's Bazar","Ukhia","Collective site","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",4,3,"no","no","yes","no",6,"no","yes","no","no","yes","yes","yes","yes","no","Camp 10"
"6",26,"16/02/2020","2020-02-16T10:58:24.487+06:00",NA,18,"female","ukhia",NA,"yes",38,"female","no",40,"male","husband",NA,"none",NA,6,"no",NA,NA,"family intervene_directly majhi",0,1,0,0,0,0,1,1,0,0,0,NA,"majhi family cic",1,1,0,0,0,0,1,0,0,0,0,NA,"family community-based_groups ngo",0,0,0,1,0,1,1,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,NA,"sometimes_concerned","always_concerned","always_concerned","always_concerned","sometimes_concerned","always_concerned","always_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","not_concerned","always_concerned","sometimes_concerned","not_concerned",NA,"going_missing kidnapping marriage",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"marriage verbal_harassment physical_illness",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,"marriage exploitative_work road_accidents",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,NA,"verbal_harassment terrorism physical_violence",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","father mother siblings",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents older_siblings",1,1,0,0,0,1,0,0,0,0,0,0,NA,18,20,NA,"agree","agree","agree","agree","disagree","agree","agree",NA,"disagree","disagree","agree",NA,84543036,"e56d80e6-3ccd-4d69-9981-9bdd01682bc0","2020-02-16T09:51:50",NA,135,"16/02/2020","Cox's Bazar","Ukhia","Collective site","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",6,1,"no","no","yes","no",6,"no","yes","no","no","no","yes","yes","yes","no","Camp 10"
"7",27,"16/02/2020","2020-02-16T11:44:31.755+06:00",NA,18,"female","ukhia",NA,"yes",21,"female","no",26,"male","husband",NA,"none",NA,5,"no",NA,NA,"majhi community-based_groups cic",1,1,0,0,0,1,0,0,0,0,0,NA,"cic ngo community-based_groups",1,0,0,1,0,1,0,0,0,0,0,NA,"ngo religious_leader family",0,0,0,1,1,0,1,0,0,0,0,NA,"cic ngo majhi",1,1,0,1,0,0,0,0,0,0,0,NA,NA,"sometimes_concerned","always_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","always_concerned","sometimes_concerned","always_concerned","always_concerned","not_concerned",NA,"marriage road_accidents natural_hazards",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,NA,"physical_illness kidnapping physical_violence",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"physical_violence kidnapping terrorism",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"natural_hazards terrorism exploitative_work",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father grandparents",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents grandparents",1,1,0,0,1,0,0,0,0,0,0,0,NA,18,20,NA,"agree","agree","agree","agree","disagree","agree","agree",NA,"agree","agree","disagree",NA,84543038,"bb31fdb1-bcb9-438b-a978-1770981ccf51","2020-02-16T09:51:52",NA,136,"16/02/2020","Cox's Bazar","Ukhia","Collective site","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",6,1,"no","no","yes","no",6,"no","yes","no","no","yes","yes","no","no","no","Camp 10"
"8",28,"16/02/2020","2020-02-16T12:36:34.523+06:00",NA,18,"female","ukhia",NA,"yes",20,"female","no",23,"male","husband",NA,"elementary_school_standard_3",NA,4,"no",NA,NA,"family majhi ngo",0,1,0,1,0,0,1,0,0,0,0,NA,"intervene_directly community-based_groups majhi",0,1,0,0,0,1,0,1,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,NA,"sometimes_concerned","always_concerned","always_concerned","always_concerned","sometimes_concerned","always_concerned","always_concerned","not_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","always_concerned","always_concerned","not_concerned",NA,"kidnapping marriage road_accidents",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,"kidnapping marriage physical_violence",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"marriage kidnapping feeling_unsafe",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,"verbal_harassment natural_hazards wildlife_attacks",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father extended_family",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","bride groom grooms_parents",0,1,1,1,0,0,0,0,0,0,0,0,NA,18,22,NA,"agree","agree","agree","disagree","disagree","agree","agree",NA,"agree","disagree","disagree",NA,84543040,"0e0c0838-4cab-4082-8ccc-2c8ff4c32ca9","2020-02-16T09:51:53",NA,137,"16/02/2020","Cox's Bazar","Ukhia","Collective site","yes","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",5,2,"no","no","yes","no",5,"no","no","yes","no","yes","yes","no","no","no","Camp 10"
"9",29,"16/02/2020","2020-02-16T13:31:27.757+06:00",NA,18,"female","ukhia",NA,"yes",40,"female","no",45,"male","husband",NA,"none",NA,9,"no",NA,NA,"majhi ngo family",0,1,0,1,0,0,1,0,0,0,0,NA,"cic ngo community-based_groups",1,0,0,1,0,1,0,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,NA,"sometimes_concerned","always_concerned","sometimes_concerned","always_concerned","sometimes_concerned","always_concerned","always_concerned","always_concerned","always_concerned","sometimes_concerned","sometimes_concerned","always_concerned","always_concerned","not_concerned",NA,"kidnapping marriage road_accidents",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,"kidnapping marriage physical_violence",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"feeling_unsafe marriage sexual_harassment",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,"exploitative_work natural_hazards wildlife_attacks",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","agree","mother father siblings",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents groom",1,1,0,1,0,0,0,0,0,0,0,0,NA,18,20,NA,"agree","agree","agree","agree","disagree","agree","agree",NA,"disagree","disagree","disagree",NA,84543043,"939de61c-2687-490f-aec9-fd06e72836c1","2020-02-16T09:51:56",NA,138,"16/02/2020","Cox's Bazar","Ukhia","Collective site","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes",0,4,"no","yes",3,"no","yes","no",0,8,"no","yes",6,1,"no","no","yes","no",6,"no","yes","no","no","yes","yes","yes","yes","no","Camp 10"
"10",30,"17/02/2020","2020-02-17T09:37:18.862+06:00",NA,18,"female","ukhia",NA,"yes",24,"female","no",26,"male","husband",NA,"none",NA,3,"no",NA,NA,"family intervene_directly community-based_groups",0,0,0,0,0,1,1,1,0,0,0,NA,"majhi community-based_groups family",0,1,0,0,0,1,1,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,"majhi ngo community-based_groups",0,1,0,1,0,1,0,0,0,0,0,NA,NA,"always_concerned","always_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","always_concerned","sometimes_concerned","sometimes_concerned","sometimes_concerned","not_concerned","always_concerned","not_concerned","not_concerned",NA,"kidnapping marriage physical_illness",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,"marriage kidnapping physical_violence",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"sexual_harassment terrorism physical_violence",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,"physical_illness natural_hazards exploitative_work",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree","disagree","disagree","disagree","disagree","mother father child",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"disagree","disagree","disagree","disagree",NA,"disagree","disagree","disagree","disagree","brides_parents grooms_parents groom",1,1,0,1,0,0,0,0,0,0,0,0,NA,18,20,NA,"disagree","disagree","agree","disagree","disagree","agree","agree",NA,"disagree","disagree","disagree",NA,84624365,"27496696-5e5d-49b3-996b-da64248e290b","2020-02-17T09:40:23",NA,233,"17/02/2020","Cox's Bazar","Ukhia","Collective site","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","no","no","yes","yes",0,4,"no","yes",4,"yes","yes","no",0,8,"no","yes",3,4,"no","no","no","no",6,"no","yes","no","no","no","no","yes","no","no","Camp 17"
